workflow,category,dependency,version,count
embedding-index-rebuild.yml,action,actions/checkout,any,1
embedding-index-rebuild.yml,action,./.github/actions/resolve-push-target,any,1
embedding-index-rebuild.yml,action,actions/setup-python,any,1
embedding-index-rebuild.yml,pip,--upgrade cryptography pyOpenSSL --quiet,any,1
embedding-index-rebuild.yml,tools,git,used,1
embedding-index-rebuild.yml,tools,jq,used,1
embedding-index-rebuild.yml,tools,python,used,1
ensemble-predictor-monitor.yml,language,python,6,1
ensemble-predictor-monitor.yml,language,python,6,1
ensemble-predictor-monitor.yml,language,python,6,1
ensemble-predictor-monitor.yml,language,python,6,1
ensemble-predictor-monitor.yml,language,python,6,1
ensemble-predictor-monitor.yml,language,python,3.12,1
ensemble-predictor-monitor.yml,language,python,3.12,1
ensemble-predictor-monitor.yml,language,python,3.12,1
ensemble-predictor-monitor.yml,language,python,3.12,1
ensemble-predictor-monitor.yml,language,python,3.12,1
ensemble-predictor-monitor.yml,action,actions/checkout,any,1
ensemble-predictor-monitor.yml,action,actions/setup-python,any,1
ensemble-predictor-monitor.yml,action,actions/upload-artifact,any,1
ensemble-predictor-monitor.yml,action,actions/checkout,any,1
ensemble-predictor-monitor.yml,action,actions/setup-python,any,1
ensemble-predictor-monitor.yml,action,actions/github-script,any,1
ensemble-predictor-monitor.yml,action,actions/checkout,any,1
ensemble-predictor-monitor.yml,action,actions/setup-python,any,1
ensemble-predictor-monitor.yml,action,actions/checkout,any,1
ensemble-predictor-monitor.yml,action,actions/setup-python,any,1
ensemble-predictor-monitor.yml,action,actions/checkout,any,1
ensemble-predictor-monitor.yml,action,actions/setup-python,any,1
ensemble-predictor-monitor.yml,action,actions/upload-artifact,any,1
ensemble-predictor-monitor.yml,action,actions/download-artifact,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,pip,--no-cache-dir -r requirement,any,1
ensemble-predictor-monitor.yml,tools,python,used,1
enterprise-compliance.yml,language,python,6,1
enterprise-compliance.yml,language,python,3.12,1
enterprise-compliance.yml,action,actions/cache,any,1
enterprise-compliance.yml,action,actions/checkout,any,1
enterprise-compliance.yml,action,actions/setup-python,any,1
enterprise-compliance.yml,action,actions/upload-artifact,any,1
enterprise-compliance.yml,action,actions/checkout,any,1
enterprise-compliance.yml,action,github/codeql-action/init,any,1
enterprise-compliance.yml,action,github/codeql-action/autobuild,any,1
enterprise-compliance.yml,action,github/codeql-action/analyze,any,1
enterprise-compliance.yml,action,actions/checkout,any,1
enterprise-compliance.yml,action,actions/checkout,any,1
enterprise-compliance.yml,action,github/codeql-action/upload-sarif,any,1
enterprise-compliance.yml,pip,bandit,any,1
enterprise-compliance.yml,tools,python,used,1
fast-forward-safe-files.yml,language,python,6,1
fast-forward-safe-files.yml,language,python,6,1
fast-forward-safe-files.yml,language,python,3.12.13,1
fast-forward-safe-files.yml,language,python,3.12.13,1
fast-forward-safe-files.yml,action,actions/checkout,any,1
fast-forward-safe-files.yml,action,actions/setup-python,any,1
fast-forward-safe-files.yml,action,actions/checkout,any,1
fast-forward-safe-files.yml,action,actions/setup-python,any,1
fast-forward-safe-files.yml,action,actions/upload-artifact,any,1
fast-forward-safe-files.yml,pip,pyyaml --quiet,any,1
fast-forward-safe-files.yml,pip,pyyaml --quiet,any,1
fast-forward-safe-files.yml,tools,make,used,1
fast-forward-safe-files.yml,tools,python,used,1
flush-queued-runs.yml,action,actions/github-script,any,1
forward-sync-autogen.yml,action,actions/checkout,any,1
forward-sync-autogen.yml,action,./.github/actions/resolve-push-target,any,1
forward-sync-autogen.yml,action,actions/checkout,any,1
forward-sync-autogen.yml,tools,git,used,1
forward-sync-autogen.yml,tools,jq,used,1
github-guru.yml,language,python,3.12.13,1
github-guru.yml,action,actions/checkout,any,1
github-guru.yml,action,./.github/actions/setup-python-cached,any,1
github-guru.yml,action,actions/upload-artifact,any,1
github-guru.yml,action,actions/checkout,any,1
github-guru.yml,pip,--quiet reque,any,1
github-guru.yml,tools,python,used,1
har-capture.yml,language,python,${{ env.PYTHON_VERSION }},1
har-capture.yml,language,node,5,1
har-capture.yml,language,node,${{ env.NODE_VERSION }},1
har-capture.yml,action,actions/checkout,any,1
har-capture.yml,action,./.github/actions/resolve-push-target,any,1
har-capture.yml,action,./.github/actions/setup-agent-env,any,1
har-capture.yml,action,actions/setup-node,any,1
har-capture.yml,action,actions/upload-artifact,any,1
har-capture.yml,tools,git,used,1
har-capture.yml,tools,curl,used,1
har-capture.yml,tools,python,used,1
har-capture.yml,tools,node,used,1
har-capture.yml,tools,npm,used,1
html_visual_regression.yml,language,python,3.12.13,1
html_visual_regression.yml,action,actions/checkout,any,1
html_visual_regression.yml,action,./.github/actions/setup-python-cached,any,1
html_visual_regression.yml,action,actions/checkout,any,1
html_visual_regression.yml,tools,python,used,1
import-linter.yml,language,python,6,1
import-linter.yml,language,python,3.12.13,1
import-linter.yml,action,actions/checkout,any,1
import-linter.yml,action,actions/setup-python,any,1
import-linter.yml,pip,import-linter --quiet,any,1
import-linter.yml,tools,python,used,1
issue-resolution-gate.yml,language,python,3.12.13,1
issue-resolution-gate.yml,action,read,any,1
issue-resolution-gate.yml,action,actions/checkout,any,1
issue-resolution-gate.yml,action,actions/setup-python,any,1
issue-resolution-gate.yml,action,actions/upload-artifact,any,1
issue-resolution-gate.yml,tools,jq,used,1
issue-resolution-gate.yml,tools,python,used,1
iterative-self-healing-ci.yml,language,python,3.12.13,1
iterative-self-healing-ci.yml,language,python,3.12.13,1
iterative-self-healing-ci.yml,language,python,3.12.13,1
iterative-self-healing-ci.yml,action,actions/checkout,any,1
iterative-self-healing-ci.yml,action,./.github/actions/setup-python-cached,any,1
iterative-self-healing-ci.yml,action,actions/checkout,any,1
iterative-self-healing-ci.yml,action,./.github/actions/setup-python-cached,any,1
iterative-self-healing-ci.yml,action,actions/checkout,any,1
iterative-self-healing-ci.yml,action,./.github/actions/setup-python-cached,any,1
iterative-self-healing-ci.yml,action,actions/checkout,any,1
iterative-self-healing-ci.yml,action,actions/checkout,any,1
iterative-self-healing-ci.yml,action,actions/upload-artifact,any,1
iterative-self-healing-ci.yml,pip,--upgrade pip,any,1
iterative-self-healing-ci.yml,pip,ruff black i,any,1
iterative-self-healing-ci.yml,pip,--upgrade pip,any,1
iterative-self-healing-ci.yml,pip,ruff black i,any,1
iterative-self-healing-ci.yml,pip,detect-,any,1
iterative-self-healing-ci.yml,pip,--upgrade pip,any,1
iterative-self-healing-ci.yml,pip,detect-,any,1
iterative-self-healing-ci.yml,tools,git,used,1
iterative-self-healing-ci.yml,tools,jq,used,1
iterative-self-healing-ci.yml,tools,python,used,1
iterative-self-healing-ci.yml,tools,bash,used,1
labeler.yml,action,actions/labeler,any,1
labeler.yml,action,actions/checkout,any,1
labeler.yml,tools,python,used,1
machine-readable-governance.yml,language,python,6,1
machine-readable-governance.yml,language,python,3.12,1
machine-readable-governance.yml,action,actions/checkout,any,1
machine-readable-governance.yml,action,actions/setup-python,any,1
machine-readable-governance.yml,action,actions/upload-artifact,any,1
machine-readable-governance.yml,pip,--upgrade pip,any,1
machine-readable-governance.yml,pip,-e .[dev],any,1
machine-readable-governance.yml,tools,python,used,1
machine-readable-maintenance-pr.yml,language,python,6,1
machine-readable-maintenance-pr.yml,language,python,3.12,1
machine-readable-maintenance-pr.yml,action,actions/checkout,any,1
machine-readable-maintenance-pr.yml,action,actions/setup-python,any,1
machine-readable-maintenance-pr.yml,pip,--upgrade pip,any,1
machine-readable-maintenance-pr.yml,pip,-e .[dev],any,1
machine-readable-maintenance-pr.yml,tools,python,used,1
manifest-drift-guard.yml,action,actions/checkout,any,1
manifest-drift-guard.yml,tools,python,used,1
mcp-health.yml,language,python,${{ env.PYTHON_VERSION }},1
mcp-health.yml,action,actions/checkout,any,1
mcp-health.yml,action,./.github/actions/setup-agent-env,any,1
mcp-health.yml,action,actions/checkout,any,1
mcp-health.yml,tools,python,used,1
ml-lifecycle-gate.yml,language,python,6,1
ml-lifecycle-gate.yml,language,python,6,1
ml-lifecycle-gate.yml,language,python,6,1
ml-lifecycle-gate.yml,language,python,6,1
ml-lifecycle-gate.yml,language,python,3.12.13,1
ml-lifecycle-gate.yml,language,python,3.12.13,1
ml-lifecycle-gate.yml,language,python,3.12.13,1
ml-lifecycle-gate.yml,language,python,3.12.13,1
ml-lifecycle-gate.yml,action,actions/checkout,any,1
ml-lifecycle-gate.yml,action,actions/setup-python,any,1
ml-lifecycle-gate.yml,action,actions/checkout,any,1
ml-lifecycle-gate.yml,action,actions/setup-python,any,1
ml-lifecycle-gate.yml,action,actions/checkout,any,1
ml-lifecycle-gate.yml,action,actions/setup-python,any,1
ml-lifecycle-gate.yml,action,actions/checkout,any,1
ml-lifecycle-gate.yml,action,actions/setup-python,any,1
ml-lifecycle-gate.yml,pip,-q -r requirement,any,1
ml-lifecycle-gate.yml,pip,-q -r requirement,any,1
ml-lifecycle-gate.yml,pip,-q -r requirement,any,1
ml-lifecycle-gate.yml,pip,-q -r requirement,any,1
ml-lifecycle-gate.yml,tools,python,used,1
ml-tests.yml,language,python,6,1
ml-tests.yml,language,python,6,1
ml-tests.yml,language,python,6,1
ml-tests.yml,language,python,[,1
ml-tests.yml,language,python,${{ matrix.python-version }},1
ml-tests.yml,language,python,3.11,1
ml-tests.yml,language,python,3.11,1
ml-tests.yml,action,actions/checkout,any,1
ml-tests.yml,action,actions/setup-python,any,1
ml-tests.yml,action,codecov/codecov-action,any,1
ml-tests.yml,action,actions/checkout,any,1
ml-tests.yml,action,actions/setup-python,any,1
ml-tests.yml,action,actions/checkout,any,1
ml-tests.yml,action,actions/setup-python,any,1
ml-tests.yml,action,actions/upload-artifact,any,1
ml-tests.yml,pip,--upgrade pip,any,1
ml-tests.yml,pip,torch torchvi,any,1
ml-tests.yml,pip,-r requirement,any,1
ml-tests.yml,pip,pyte,any,1
ml-tests.yml,pip,--upgrade pip,any,1
ml-tests.yml,pip,torch --index-url http,any,1
ml-tests.yml,pip,-r requirement,any,1
ml-tests.yml,pip,pyte,any,1
ml-tests.yml,pip,--upgrade pip,any,1
ml-tests.yml,pip,torch --index-url http,any,1
ml-tests.yml,pip,-r requirement,any,1
ml-tests.yml,pip,pyte,any,1
ml-tests.yml,tools,python,used,1
model-drift-retrain.yml,language,python,3.12.13,1
model-drift-retrain.yml,language,python,3.12.13,1
model-drift-retrain.yml,action,actions/checkout,any,1
model-drift-retrain.yml,action,./.github/actions/setup-python-cached,any,1
model-drift-retrain.yml,action,actions/checkout,any,1
model-drift-retrain.yml,action,./.github/actions/resolve-push-target,any,1
model-drift-retrain.yml,action,./.github/actions/setup-python-cached,any,1
model-drift-retrain.yml,action,actions/github-script,any,1
model-drift-retrain.yml,pip,--quiet -e ".[ml]" || {,any,1
model-drift-retrain.yml,pip,--quiet -e ".",any,1
model-drift-retrain.yml,pip,--quiet -e ".[ml]" || {,any,1
model-drift-retrain.yml,pip,--quiet -e ".",any,1
model-drift-retrain.yml,tools,git,used,1
model-drift-retrain.yml,tools,jq,used,1
model-drift-retrain.yml,tools,python,used,1
mutation-testing.yml,language,python,6,1
mutation-testing.yml,language,python,3.12.13,1
mutation-testing.yml,action,actions/checkout,any,1
mutation-testing.yml,action,actions/setup-python,any,1
mutation-testing.yml,action,actions/upload-artifact,any,1
mutation-testing.yml,pip,-q -r requirement,any,1
mutation-testing.yml,pip,-q pyte,any,1
mutation-testing.yml,pip,-q mutmut,any,1
mutation-testing.yml,tools,python,used,1
mypy-baseline.yml,language,python,6,1
mypy-baseline.yml,language,python,3.12.13,1
mypy-baseline.yml,action,actions/checkout,any,1
mypy-baseline.yml,action,actions/setup-python,any,1
mypy-baseline.yml,action,actions/checkout,any,1
mypy-baseline.yml,pip,--quiet "mypy>=1.8.0" type,any,1
mypy-baseline.yml,tools,git,used,1
mypy-baseline.yml,tools,python,used,1
nightly-codeql-alert-triage.yml,language,python,${{ env.PYTHON_VERSION }},1
nightly-codeql-alert-triage.yml,action,actions/checkout,any,1
nightly-codeql-alert-triage.yml,action,./.github/actions/setup-python-cached,any,1
nightly-codeql-alert-triage.yml,action,actions/upload-artifact,any,1
nightly-codeql-alert-triage.yml,pip,--quiet reque,any,1
nightly-codeql-alert-triage.yml,tools,python,used,1
nox_gates.yml,language,python,3.12.13,1
nox_gates.yml,action,actions/checkout,any,1
nox_gates.yml,action,./.github/actions/setup-python-cached,any,1
nox_gates.yml,action,actions/checkout,any,1
nox_gates.yml,action,actions/github-script,any,1
nox_gates.yml,pip,--upgrade pip,any,1
nox_gates.yml,pip,nox,any,1
nox_gates.yml,tools,python,used,1
observable-release.yml,language,python,6,1
observable-release.yml,language,python,${{ env.PYTHON_VERSION }},1
observable-release.yml,action,actions/checkout,any,1
observable-release.yml,action,actions/setup-python,any,1
observable-release.yml,action,softprops/action-gh-release,any,1
observable-release.yml,pip,uv,any,1
observable-release.yml,pip,build,any,1
observable-release.yml,pip,-e . --no-dep,any,1
observable-release.yml,pip,.[runtime],any,1
observable-release.yml,pip,.[full],any,1
observable-release.yml,pip,--no-index --find-link,any,1
observable-release.yml,tools,git,used,1
observable-release.yml,tools,python,used,1
observable-release.yml,tools,bash,used,1
openvino-phase-c.yml,language,python,3.12.13,1
openvino-phase-c.yml,language,python,3.12.13,1
openvino-phase-c.yml,action,actions/checkout,any,1
openvino-phase-c.yml,action,./.github/actions/setup-python-cached,any,1
openvino-phase-c.yml,action,actions/checkout,any,1
openvino-phase-c.yml,action,./.github/actions/setup-python-cached,any,1
openvino-phase-c.yml,action,actions/checkout,any,1
openvino-phase-c.yml,pip,openvino --di,any,1
openvino-phase-c.yml,tools,python,used,1
optimized-ci.yml,language,python,3.12.13,1
optimized-ci.yml,action,actions/checkout,any,1
optimized-ci.yml,action,./.github/actions/setup-python-cached,any,1
optimized-ci.yml,tools,python,used,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,6,1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,language,python,[,1
optimized-test-execution.yml,language,python,${{ matrix.python-version }},1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,language,python,3.12.13,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,dtolnay/rust-toolchain,any,1
optimized-test-execution.yml,action,actions/cache,any,1
optimized-test-execution.yml,action,actions/cache,any,1
optimized-test-execution.yml,action,actions/cache,any,1
optimized-test-execution.yml,action,actions/checkout,any,1
optimized-test-execution.yml,action,actions/setup-python,any,1
optimized-test-execution.yml,action,actions/upload-artifact,any,1
optimized-test-execution.yml,pip,--force-rein,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,pyte,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,pyte,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,pyte,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,pyte,any,1
optimized-test-execution.yml,pip,--upgrade pip,any,1
optimized-test-execution.yml,pip,torch torchvi,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,pyte,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,pyte,any,1
optimized-test-execution.yml,pip,-e ".[dev]",any,1
optimized-test-execution.yml,pip,coverage pyte,any,1
optimized-test-execution.yml,tools,git,used,1
optimized-test-execution.yml,tools,python,used,1
pages-health-guard.yml,action,actions/checkout,any,1
pages-health-guard.yml,tools,curl,used,1
pages-mkdocs.yml,language,python,3.12.13,1
pages-mkdocs.yml,action,actions/checkout,any,1
pages-mkdocs.yml,action,./.github/actions/setup-python-cached,any,1
pages-mkdocs.yml,action,actions/cache,any,1
pages-mkdocs.yml,action,actions/cache,any,1
pages-mkdocs.yml,action,actions/upload-pages-artifact,any,1
pages-mkdocs.yml,action,actions/deploy-pages,any,1
pages-mkdocs.yml,pip,--upgrade pip,any,1
pages-mkdocs.yml,pip,mkdoc,any,1
pages-mkdocs.yml,pip,mkdoc,any,1
pages-mkdocs.yml,pip,-e ".[doc,any,1
pages-mkdocs.yml,pip,-e .,any,1
pages-mkdocs.yml,pip,linkchecker || true,any,1
pages-mkdocs.yml,npm,--ignore-,any,1
pages-mkdocs.yml,tools,git,used,1
pages-mkdocs.yml,tools,curl,used,1
pages-mkdocs.yml,tools,jq,used,1
pages-mkdocs.yml,tools,python,used,1
pages-mkdocs.yml,tools,npm,used,1
pages-pre-merge-validation.yml,language,python,3.12.13,1
pages-pre-merge-validation.yml,action,actions/checkout,any,1
pages-pre-merge-validation.yml,action,./.github/actions/setup-python-cached,any,1
pages-pre-merge-validation.yml,action,actions/upload-artifact,any,1
pages-pre-merge-validation.yml,action,./.github/actions/post-pr-summary,any,1
pages-pre-merge-validation.yml,action,actions/checkout,any,1
pages-pre-merge-validation.yml,pip,--upgrade pip,any,1
pages-pre-merge-validation.yml,pip,mkdoc,any,1
pages-pre-merge-validation.yml,tools,python,used,1
pages-scheduled-validation.yml,language,python,3.12.13,1
pages-scheduled-validation.yml,action,actions/checkout,any,1
pages-scheduled-validation.yml,action,./.github/actions/setup-python-cached,any,1
pages-scheduled-validation.yml,action,actions/github-script,any,1
pages-scheduled-validation.yml,action,actions/upload-artifact,any,1
pages-scheduled-validation.yml,pip,--upgrade pip,any,1
pages-scheduled-validation.yml,pip,mkdoc,any,1
pages-scheduled-validation.yml,tools,git,used,1
pages-scheduled-validation.yml,tools,python,used,1
pages-scheduled-validation.yml,tools,bash,used,1
parallel-quality-checks.yml,language,python,6,1
parallel-quality-checks.yml,language,python,6,1
parallel-quality-checks.yml,language,python,6,1
parallel-quality-checks.yml,language,python,3.12.13,1
parallel-quality-checks.yml,language,python,3.12.13,1
parallel-quality-checks.yml,language,python,3.12.13,1
parallel-quality-checks.yml,action,actions/checkout,any,1
parallel-quality-checks.yml,action,actions/checkout,any,1
parallel-quality-checks.yml,action,actions/setup-python,any,1
parallel-quality-checks.yml,action,actions/checkout,any,1
parallel-quality-checks.yml,action,actions/setup-python,any,1
parallel-quality-checks.yml,action,actions/checkout,any,1
parallel-quality-checks.yml,action,actions/setup-python,any,1
parallel-quality-checks.yml,pip,ruff,any,1
parallel-quality-checks.yml,pip,mypy,any,1
parallel-quality-checks.yml,pip,bandit[toml],any,1
parallel-quality-checks.yml,tools,git,used,1
parallel-quality-checks.yml,tools,jq,used,1
parallel-quality-checks.yml,tools,python,used,1
performance-gate.yml,language,python,6,1
performance-gate.yml,language,python,3.12.13,1
performance-gate.yml,action,actions/checkout,any,1
performance-gate.yml,action,actions/setup-python,any,1
performance-gate.yml,action,actions/upload-artifact,any,1
performance-gate.yml,pip,--upgrade pip,any,1
performance-gate.yml,pip,pyyaml,any,1
performance-gate.yml,tools,python,used,1
performance-monitoring.yml,language,python,6,1
performance-monitoring.yml,language,python,3.11,1
performance-monitoring.yml,action,actions/checkout,any,1
performance-monitoring.yml,action,actions/setup-python,any,1
performance-monitoring.yml,action,actions/github-script,any,1
performance-monitoring.yml,action,actions/upload-artifact,any,1
performance-monitoring.yml,action,actions/github-script,any,1
performance-monitoring.yml,pip,--upgrade pip,any,1
performance-monitoring.yml,pip,-q numpy,any,1
performance-monitoring.yml,tools,python,used,1
phase-12-2-compliance-check.yml,language,python,6,1
phase-12-2-compliance-check.yml,language,python,3.12,1
phase-12-2-compliance-check.yml,action,actions/checkout,any,1
phase-12-2-compliance-check.yml,action,actions/checkout,any,1
phase-12-2-compliance-check.yml,action,actions/setup-python,any,1
phase-12-2-compliance-check.yml,action,actions/upload-artifact,any,1
phase-12-2-compliance-check.yml,action,actions/github-script,any,1
phase-12-2-compliance-check.yml,tools,git,used,1
phase-12-2-compliance-check.yml,tools,python,used,1
phase-12-hourly-monitoring.yml,language,python,6,1
phase-12-hourly-monitoring.yml,language,python,3.12,1
phase-12-hourly-monitoring.yml,action,actions/checkout,any,1
phase-12-hourly-monitoring.yml,action,actions/setup-python,any,1
phase-12-hourly-monitoring.yml,action,actions/github-script,any,1
phase-12-hourly-monitoring.yml,pip,--upgrade pip,any,1
phase-12-hourly-monitoring.yml,pip,pyyaml reque,any,1
phase-12-hourly-monitoring.yml,tools,git,used,1
phase-12-hourly-monitoring.yml,tools,python,used,1
pr-checks.yml,language,python,3.12.13,1
pr-checks.yml,action,actions/checkout,any,1
pr-checks.yml,action,./.github/actions/setup-python-cached,any,1
pr-checks.yml,action,actions/cache/restore,any,1
pr-checks.yml,action,actions/checkout,any,1
pr-checks.yml,pip,pyte,any,1
pr-checks.yml,pip,--,any,1
pr-checks.yml,pip,ruff,any,1
pr-checks.yml,tools,curl,used,1
pr-checks.yml,tools,python,used,1
pr-cost-check.yml,language,python,6,1
pr-cost-check.yml,language,python,3.12.13,1
pr-cost-check.yml,action,write,any,1
pr-cost-check.yml,action,actions/checkout,any,1
pr-cost-check.yml,action,actions/setup-python,any,1
pr-cost-check.yml,action,actions/github-script,any,1
pr-cost-check.yml,action,actions/github-script,any,1
pr-cost-check.yml,action,actions/checkout,any,1
pr-cost-check.yml,pip,--quiet datacla,any,1
pr-cost-check.yml,tools,python,used,1
pr-followup-generator.yml,language,python,3.12.13,1
pr-followup-generator.yml,action,actions/checkout,any,1
pr-followup-generator.yml,action,./.github/actions/setup-python-cached,any,1
pr-followup-generator.yml,action,actions/github-script,any,1
pr-followup-generator.yml,action,actions/checkout,any,1
pr-followup-generator.yml,pip,--upgrade pip,any,1
pr-followup-generator.yml,pip,-e ".[github]",any,1
pr-followup-generator.yml,tools,git,used,1
pr-followup-generator.yml,tools,python,used,1
pr-size-analyzer.yml,action,actions/checkout,any,1
pr-size-analyzer.yml,action,./.github/actions/post-pr-summary,any,1
pr-size-analyzer.yml,action,actions/checkout,any,1
pr-size-analyzer.yml,tools,python,used,1
pre-flight-validation.yml,language,python,3.12.13,1
pre-flight-validation.yml,action,actions/checkout,any,1
pre-flight-validation.yml,action,./.github/actions/setup-python-cached,any,1
pre-flight-validation.yml,action,actions/github-script,any,1
pre-flight-validation.yml,action,actions/checkout,any,1
pre-flight-validation.yml,tools,python,used,1
pre-flight-validation.yml,tools,bash,used,1
pre-merge-validation.yml,language,python,3.12.13,1
pre-merge-validation.yml,action,actions/checkout,any,1
pre-merge-validation.yml,action,./.github/actions/setup-python-cached,any,1
pre-merge-validation.yml,action,actions/upload-artifact,any,1
pre-merge-validation.yml,action,actions/github-script,any,1
pre-merge-validation.yml,action,actions/github-script,any,1
pre-merge-validation.yml,action,actions/checkout,any,1
pre-merge-validation.yml,tools,python,used,1
pre-release-validation.yml,action,actions/github-script,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/github-script,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,action,actions/checkout,any,1
pre-release-validation.yml,tools,git,used,1
pre-release-validation.yml,tools,python,used,1
premerge-triage-gate.yml,action,actions/checkout,any,1
premerge-triage-gate.yml,tools,git,used,1
proactive-ci-monitor.yml,language,python,6,1
proactive-ci-monitor.yml,language,python,3.12.13,1
proactive-ci-monitor.yml,action,actions/checkout,any,1
proactive-ci-monitor.yml,action,actions/setup-python,any,1
proactive-ci-monitor.yml,action,actions/upload-artifact,any,1
proactive-ci-monitor.yml,tools,python,used,1
proactive-ci-monitor.yml,tools,bash,used,1
process-variable-intents.yml,action,actions/checkout,any,1
process-variable-intents.yml,action,actions/create-github-app-token,any,1
process-variable-intents.yml,tools,git,used,1
process-variable-intents.yml,tools,jq,used,1
profile-validation.yml,language,python,6,1
profile-validation.yml,language,python,6,1
profile-validation.yml,language,python,3.12,1
profile-validation.yml,language,python,3.12,1
profile-validation.yml,action,actions/checkout,any,1
profile-validation.yml,action,actions/setup-python,any,1
profile-validation.yml,action,actions/checkout,any,1
profile-validation.yml,action,actions/checkout,any,1
profile-validation.yml,action,actions/setup-python,any,1
profile-validation.yml,pip,--upgrade pip,any,1
profile-validation.yml,pip,tomli,any,1
profile-validation.yml,pip,uv,any,1
profile-validation.yml,pip,-e ".[core]",any,1
profile-validation.yml,tools,python,used,1
progressive-validation.yml,language,python,3.12.13,1
progressive-validation.yml,language,python,3.12.13,1
progressive-validation.yml,language,python,3.12.13,1
progressive-validation.yml,language,python,3.12.13,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,action,./.github/actions/post-pr-summary,any,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,action,./.github/actions/setup-python-cached,any,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,action,./.github/actions/setup-python-cached,any,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,action,./.github/actions/setup-python-cached,any,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,action,./.github/actions/setup-python-cached,any,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,action,actions/github-script,any,1
progressive-validation.yml,action,./.github/actions/post-pr-summary,any,1
progressive-validation.yml,action,actions/checkout,any,1
progressive-validation.yml,pip,--upgrade pip,any,1
progressive-validation.yml,pip,pyte,any,1
progressive-validation.yml,pip,pyte,any,1
progressive-validation.yml,pip,--upgrade pip,any,1
progressive-validation.yml,pip,pyte,any,1
progressive-validation.yml,pip,-e .,any,1
progressive-validation.yml,pip,--upgrade pip,any,1
progressive-validation.yml,pip,pyte,any,1
progressive-validation.yml,pip,-e .,any,1
progressive-validation.yml,pip,--upgrade pip,any,1
progressive-validation.yml,pip,pyte,any,1
progressive-validation.yml,pip,-e .,any,1
progressive-validation.yml,tools,git,used,1
progressive-validation.yml,tools,python,used,1
promote-integration-branch.yml,language,python,6,1
promote-integration-branch.yml,language,python,3.12.13,1
promote-integration-branch.yml,action,actions/checkout,any,1
promote-integration-branch.yml,action,actions/setup-python,any,1
promote-integration-branch.yml,pip,-e . --quiet,any,1
