workflow,category,dependency,version,count
promote-integration-branch.yml,tools,git,used,1
promote-integration-branch.yml,tools,jq,used,1
promote-integration-branch.yml,tools,python,used,1
promotion-readiness-gate.yml,language,python,6,1
promotion-readiness-gate.yml,language,python,3.12.13,1
promotion-readiness-gate.yml,action,actions/checkout,any,1
promotion-readiness-gate.yml,action,actions/setup-python,any,1
promotion-readiness-gate.yml,action,actions/upload-artifact,any,1
promotion-readiness-gate.yml,tools,python,used,1
publish_dashboard_release.yml,language,python,3.12.13,1
publish_dashboard_release.yml,action,actions/checkout,any,1
publish_dashboard_release.yml,action,./.github/actions/setup-python-cached,any,1
publish_dashboard_release.yml,tools,python,used,1
pypi-publish.yml,language,python,3.12.13,1
pypi-publish.yml,language,python,3.12.13,1
pypi-publish.yml,action,actions/checkout,any,1
pypi-publish.yml,action,./.github/actions/setup-python-cached,any,1
pypi-publish.yml,action,actions/upload-artifact,any,1
pypi-publish.yml,action,actions/download-artifact,any,1
pypi-publish.yml,action,pypa/gh-action-pypi-publish,any,1
pypi-publish.yml,action,actions/download-artifact,any,1
pypi-publish.yml,action,pypa/gh-action-pypi-publish,any,1
pypi-publish.yml,action,./.github/actions/setup-python-cached,any,1
pypi-publish.yml,pip,--upgrade pip,any,1
pypi-publish.yml,pip,build twine,any,1
pypi-publish.yml,pip,--index-url http,any,1
pypi-publish.yml,pip,codex-ml,any,1
pypi-publish.yml,tools,python,used,1
qa-walkthrough.yml,language,python,3.12.13,1
qa-walkthrough.yml,action,actions/checkout,any,1
qa-walkthrough.yml,action,./.github/actions/setup-python-cached,any,1
qa-walkthrough.yml,action,actions/github-script,any,1
qa-walkthrough.yml,action,actions/github-script,any,1
qa-walkthrough.yml,action,actions/upload-artifact,any,1
qa-walkthrough.yml,action,./.github/actions/post-pr-summary,any,1
qa-walkthrough.yml,action,actions/checkout,any,1
qa-walkthrough.yml,pip,--quiet ruff black i,any,1
qa-walkthrough.yml,tools,python,used,1
rag-freshness-scheduler.yml,language,python,6,1
rag-freshness-scheduler.yml,language,python,3.12.13,1
rag-freshness-scheduler.yml,action,actions/checkout,any,1
rag-freshness-scheduler.yml,action,actions/setup-python,any,1
rag-freshness-scheduler.yml,action,actions/github-script,any,1
rag-freshness-scheduler.yml,tools,python,used,1
rag-quality-nightly.yml,language,python,6,1
rag-quality-nightly.yml,language,python,6,1
rag-quality-nightly.yml,language,python,6,1
rag-quality-nightly.yml,language,python,3.12.13,1
rag-quality-nightly.yml,language,python,3.12.13,1
rag-quality-nightly.yml,language,python,3.12.13,1
rag-quality-nightly.yml,action,actions/checkout,any,1
rag-quality-nightly.yml,action,actions/setup-python,any,1
rag-quality-nightly.yml,action,actions/checkout,any,1
rag-quality-nightly.yml,action,actions/setup-python,any,1
rag-quality-nightly.yml,action,actions/checkout,any,1
rag-quality-nightly.yml,action,actions/setup-python,any,1
rag-quality-nightly.yml,action,actions/upload-artifact,any,1
rag-quality-nightly.yml,pip,-q pyyaml,any,1
rag-quality-nightly.yml,pip,-q -r requirement,any,1
rag-quality-nightly.yml,pip,-q pyyaml,any,1
rag-quality-nightly.yml,tools,python,used,1
ratelimit_history_prune.yml,action,actions/checkout,any,1
ratelimit_history_prune.yml,tools,python,used,1
reasoning-engine-monitor.yml,language,python,6,1
reasoning-engine-monitor.yml,language,python,3.12,1
reasoning-engine-monitor.yml,action,actions/checkout,any,1
reasoning-engine-monitor.yml,action,actions/setup-python,any,1
reasoning-engine-monitor.yml,action,actions/upload-artifact,any,1
reasoning-engine-monitor.yml,action,dorny/test-reporter,any,1
reasoning-engine-monitor.yml,pip,--upgrade pip,any,1
reasoning-engine-monitor.yml,pip,numpy pyte,any,1
reasoning-engine-monitor.yml,tools,python,used,1
reference-integrity.yml,language,python,6,1
reference-integrity.yml,language,python,6,1
reference-integrity.yml,language,python,3.12.13,1
reference-integrity.yml,language,python,3.12.13,1
reference-integrity.yml,action,actions/checkout,any,1
reference-integrity.yml,action,actions/setup-python,any,1
reference-integrity.yml,action,actions/github-script,any,1
reference-integrity.yml,action,actions/checkout,any,1
reference-integrity.yml,action,actions/setup-python,any,1
reference-integrity.yml,action,actions/github-script,any,1
reference-integrity.yml,action,actions/checkout,any,1
reference-integrity.yml,tools,python,used,1
release-to-pypi.yml,action,actions/checkout,any,1
release.yml,language,python,6,1
release.yml,language,python,3.12.13,1
release.yml,action,actions/checkout,any,1
release.yml,action,actions/setup-python,any,1
release.yml,action,./.github/workflows/sbom.yml,any,1
release.yml,action,actions/checkout,any,1
release.yml,action,softprops/action-gh-release,any,1
release.yml,tools,python,used,1
repo-organization.yml,language,python,3.12.13,1
repo-organization.yml,action,actions/checkout,any,1
repo-organization.yml,action,./.github/actions/setup-python-cached,any,1
repo-organization.yml,tools,python,used,1
repo-var-sync-schedule.yml,action,actions/checkout,any,1
repo-var-sync-schedule.yml,action,./.github/actions/resolve-push-target,any,1
repo-var-sync-schedule.yml,tools,git,used,1
required-actions-enforcer.yml,language,python,6,1
required-actions-enforcer.yml,language,python,3.12.13,1
required-actions-enforcer.yml,action,actions/checkout,any,1
required-actions-enforcer.yml,action,actions/setup-python,any,1
required-actions-enforcer.yml,action,actions/github-script,any,1
required-actions-enforcer.yml,tools,git,used,1
required-actions-enforcer.yml,tools,python,used,1
required-actions-enforcer.yml,tools,bash,used,1
resilient_validation.yml,language,python,3.12.13,1
resilient_validation.yml,language,python,3.12.13,1
resilient_validation.yml,action,actions/checkout,any,1
resilient_validation.yml,action,./.github/actions/setup-python-cached,any,1
resilient_validation.yml,action,MishaKav/pytest-coverage-comment,any,1
resilient_validation.yml,action,actions/upload-artifact,any,1
resilient_validation.yml,action,actions/upload-artifact,any,1
resilient_validation.yml,action,actions/checkout,any,1
resilient_validation.yml,action,./.github/actions/setup-python-cached,any,1
resilient_validation.yml,action,actions/cache,any,1
resilient_validation.yml,action,actions/cache/save,any,1
resilient_validation.yml,action,actions/upload-artifact,any,1
resilient_validation.yml,pip,nox --quiet,any,1
resilient_validation.yml,pip,pyte,any,1
resilient_validation.yml,tools,git,used,1
resilient_validation.yml,tools,jq,used,1
resilient_validation.yml,tools,python,used,1
resilient_validation.yml,tools,npm,used,1
restore-pipeline-ci.yml,language,python,6,1
restore-pipeline-ci.yml,language,python,3.12.13,1
restore-pipeline-ci.yml,action,actions/checkout,any,1
restore-pipeline-ci.yml,action,actions/setup-python,any,1
restore-pipeline-ci.yml,pip,-r,any,1
restore-pipeline-ci.yml,pip,-e . --no-dep,any,1
restore-pipeline-ci.yml,tools,python,used,1
restore-pipeline-ci.yml,tools,bash,used,1
root-org-validation.yml,language,python,3.12.13,1
root-org-validation.yml,language,python,3.12.13,1
root-org-validation.yml,language,python,3.12.13,1
root-org-validation.yml,action,actions/checkout,any,1
root-org-validation.yml,action,./.github/actions/setup-python-cached,any,1
root-org-validation.yml,action,actions/upload-artifact,any,1
root-org-validation.yml,action,actions/checkout,any,1
root-org-validation.yml,action,./.github/actions/setup-python-cached,any,1
root-org-validation.yml,action,actions/upload-artifact,any,1
root-org-validation.yml,action,actions/checkout,any,1
root-org-validation.yml,action,./.github/actions/setup-python-cached,any,1
root-org-validation.yml,action,actions/download-artifact,any,1
root-org-validation.yml,action,actions/upload-artifact,any,1
root-org-validation.yml,action,actions/github-script,any,1
root-org-validation.yml,action,actions/checkout,any,1
root-org-validation.yml,pip,pyte,any,1
root-org-validation.yml,pip,--upgrade pip,any,1
root-org-validation.yml,pip,-e ".[dev]"  # Include,any,1
root-org-validation.yml,pip,pyte,any,1
root-org-validation.yml,pip,mkdoc,any,1
root-org-validation.yml,npm,-g markdown-link-check || echo,any,1
root-org-validation.yml,tools,git,used,1
root-org-validation.yml,tools,python,used,1
root-org-validation.yml,tools,npm,used,1
runner-diagnostics.yml,tools,docker,used,1
runner-diagnostics.yml,tools,python,used,1
runner-diagnostics.yml,tools,bash,used,1
rust-error-validator-observation.yml,action,actions/checkout,any,1
rust-ffi.yml,language,python,6,1
rust-ffi.yml,language,python,3.12,1
rust-ffi.yml,action,actions/checkout,any,1
rust-ffi.yml,action,actions/setup-python,any,1
rust-ffi.yml,action,PyO3/maturin-action,any,1
rust-ffi.yml,action,actions/upload-artifact,any,1
rust-ffi.yml,pip,codex_core --no-index --find-link,any,1
rust-ffi.yml,tools,python,used,1
rust_swarm_ci.yml,action,./.github/workflows/cost-gate.yml,any,1
sbom.yml,language,python,3.12.13,1
sbom.yml,action,actions/checkout,any,1
sbom.yml,action,./.github/actions/setup-python-cached,any,1
sbom.yml,action,actions/upload-artifact,any,1
sbom.yml,action,actions/checkout,any,1
sbom.yml,pip,cyclonedx-bom pip-licen,any,1
sbom.yml,tools,python,used,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,6,1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,language,python,${{ env.PYTHON_VERSION }},1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/upload-artifact,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,codecov/codecov-action,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,action,actions/upload-artifact,any,1
scaling-framework-monitor.yml,action,actions/checkout,any,1
scaling-framework-monitor.yml,action,actions/setup-python,any,1
scaling-framework-monitor.yml,pip,pyte,any,1
scaling-framework-monitor.yml,pip,pyte,any,1
scaling-framework-monitor.yml,pip,pyte,any,1
scaling-framework-monitor.yml,pip,pyte,any,1
scaling-framework-monitor.yml,pip,pyte,any,1
scaling-framework-monitor.yml,pip,pyte,any,1
scaling-framework-monitor.yml,tools,curl,used,1
scaling-framework-monitor.yml,tools,python,used,1
scan-secrets-variables.yml,language,python,3.12.13,1
scan-secrets-variables.yml,action,actions/checkout,any,1
scan-secrets-variables.yml,action,./.github/actions/setup-python-cached,any,1
scan-secrets-variables.yml,action,actions/checkout,any,1
scan-secrets-variables.yml,tools,python,used,1
scheduled-archival.yml,action,./.github/workflows/cost-gate.yml,any,1
scheduled-archival.yml,action,actions/checkout,any,1
scheduled-archival.yml,action,actions/checkout,any,1
scheduled-archival.yml,action,actions/github-script,any,1
scheduled-archival.yml,action,actions/checkout,any,1
scheduled-archival.yml,tools,git,used,1
scheduled-archival.yml,tools,python,used,1
scheduled-dependency-audit.yml,language,python,6,1
scheduled-dependency-audit.yml,language,python,${{ env.PYTHON_VERSION }},1
scheduled-dependency-audit.yml,language,python,3.12.13,1
scheduled-dependency-audit.yml,action,actions/checkout,any,1
scheduled-dependency-audit.yml,action,docker/setup-buildx-action,any,1
scheduled-dependency-audit.yml,action,docker/build-push-action,any,1
scheduled-dependency-audit.yml,action,./.github/actions/setup-python-cached,any,1
scheduled-dependency-audit.yml,action,actions/cache,any,1
scheduled-dependency-audit.yml,action,actions/upload-artifact,any,1
scheduled-dependency-audit.yml,action,actions/checkout,any,1
scheduled-dependency-audit.yml,action,docker/setup-buildx-action,any,1
scheduled-dependency-audit.yml,action,docker/build-push-action,any,1
scheduled-dependency-audit.yml,action,anchore/sbom-action/download-syft,any,1
scheduled-dependency-audit.yml,action,anchore/scan-action/download-grype,any,1
scheduled-dependency-audit.yml,action,actions/upload-artifact,any,1
scheduled-dependency-audit.yml,action,github/codeql-action/upload-sarif,any,1
scheduled-dependency-audit.yml,action,actions/checkout,any,1
scheduled-dependency-audit.yml,action,docker/setup-buildx-action,any,1
scheduled-dependency-audit.yml,action,docker/build-push-action,any,1
scheduled-dependency-audit.yml,action,actions/checkout,any,1
scheduled-dependency-audit.yml,action,actions/download-artifact,any,1
scheduled-dependency-audit.yml,action,actions/github-script,any,1
scheduled-dependency-audit.yml,action,actions/checkout,any,1
scheduled-dependency-audit.yml,action,actions/setup-python,any,1
scheduled-dependency-audit.yml,action,actions/upload-artifact,any,1
scheduled-dependency-audit.yml,pip,pip-audit,any,1
scheduled-dependency-audit.yml,tools,docker,used,1
scheduled-dependency-audit.yml,tools,jq,used,1
scheduled-dependency-audit.yml,tools,python,used,1
secrets-baseline-enforcer.yml,language,python,6,1
secrets-baseline-enforcer.yml,language,python,3.12.13,1
secrets-baseline-enforcer.yml,action,actions/checkout,any,1
secrets-baseline-enforcer.yml,action,actions/setup-python,any,1
secrets-baseline-enforcer.yml,action,actions/github-script,any,1
secrets-baseline-enforcer.yml,pip,detect-,any,1
secrets-baseline-enforcer.yml,tools,git,used,1
secrets-baseline-enforcer.yml,tools,python,used,1
secrets-baseline-enforcer.yml,tools,bash,used,1
secrets-detection.yml,action,actions/cache,any,1
secrets-detection.yml,action,actions/checkout,any,1
secrets-detection.yml,action,actions/github-script,any,1
secrets-detection.yml,action,actions/github-script,any,1
secrets-detection.yml,pip,detect-,any,1
secrets-detection.yml,tools,jq,used,1
secrets-false-positive-healer.yml,language,python,6,1
secrets-false-positive-healer.yml,language,python,3.12.13,1
secrets-false-positive-healer.yml,action,actions/checkout,any,1
secrets-false-positive-healer.yml,action,actions/setup-python,any,1
secrets-false-positive-healer.yml,action,actions/github-script,any,1
secrets-false-positive-healer.yml,pip,detect-,any,1
secrets-false-positive-healer.yml,tools,git,used,1
secrets-false-positive-healer.yml,tools,python,used,1
security-alert-notification.yml,action,actions/checkout,any,1
security-alert-notification.yml,action,actions/github-script,any,1
security-alert-notification.yml,action,actions/github-script,any,1
security-alert-notification.yml,action,actions/github-script,any,1
security-alert-notification.yml,tools,python,used,1
security-copilot-commands.yml,language,python,6,1
security-copilot-commands.yml,language,python,3.12,1
security-copilot-commands.yml,action,actions/checkout,any,1
security-copilot-commands.yml,action,actions/setup-python,any,1
security-copilot-commands.yml,action,actions/github-script,any,1
security-copilot-commands.yml,action,actions/github-script,any,1
security-copilot-commands.yml,action,actions/github-script,any,1
security-copilot-commands.yml,tools,python,used,1
security-findings-api.yml,language,python,6,1
security-findings-api.yml,language,python,3.12,1
security-findings-api.yml,action,actions/checkout,any,1
security-findings-api.yml,action,actions/setup-python,any,1
security-findings-api.yml,action,actions/upload-artifact,any,1
security-findings-api.yml,tools,python,used,1
security-findings-copilot-handoff.yml,action,actions/checkout,any,1
security-findings-copilot-handoff.yml,action,actions/download-artifact,any,1
security-findings-copilot-handoff.yml,action,actions/github-script,any,1
security-findings-copilot-handoff.yml,action,actions/github-script,any,1
security-findings-copilot-handoff.yml,tools,bash,used,1
security-pr-enhancement.yml,language,python,6,1
security-pr-enhancement.yml,language,python,6,1
security-pr-enhancement.yml,language,python,3.12,1
security-pr-enhancement.yml,language,python,3.12,1
security-pr-enhancement.yml,action,actions/checkout,any,1
security-pr-enhancement.yml,action,actions/setup-python,any,1
security-pr-enhancement.yml,action,actions/github-script,any,1
security-pr-enhancement.yml,action,actions/github-script,any,1
security-pr-enhancement.yml,action,actions/checkout,any,1
security-pr-enhancement.yml,action,actions/setup-python,any,1
security-pr-enhancement.yml,pip,--upgrade pip,any,1
security-pr-enhancement.yml,pip,-q pyyaml,any,1
security-pr-enhancement.yml,tools,python,used,1
security-scan-phase-16.yml,language,python,6,1
security-scan-phase-16.yml,language,python,6,1
security-scan-phase-16.yml,language,python,6,1
security-scan-phase-16.yml,language,python,6,1
security-scan-phase-16.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scan-phase-16.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scan-phase-16.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scan-phase-16.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scan-phase-16.yml,action,actions/checkout,any,1
security-scan-phase-16.yml,action,actions/setup-python,any,1
security-scan-phase-16.yml,action,github/codeql-action/upload-sarif,any,1
security-scan-phase-16.yml,action,actions/github-script,any,1
security-scan-phase-16.yml,action,actions/upload-artifact,any,1
security-scan-phase-16.yml,action,actions/checkout,any,1
security-scan-phase-16.yml,action,actions/setup-python,any,1
security-scan-phase-16.yml,action,codecov/codecov-action,any,1
security-scan-phase-16.yml,action,actions/upload-artifact,any,1
security-scan-phase-16.yml,action,actions/checkout,any,1
security-scan-phase-16.yml,action,github/codeql-action/init,any,1
security-scan-phase-16.yml,action,github/codeql-action/autobuild,any,1
security-scan-phase-16.yml,action,github/codeql-action/analyze,any,1
security-scan-phase-16.yml,action,actions/checkout,any,1
security-scan-phase-16.yml,action,actions/setup-python,any,1
security-scan-phase-16.yml,action,actions/upload-artifact,any,1
security-scan-phase-16.yml,action,actions/checkout,any,1
security-scan-phase-16.yml,action,actions/setup-python,any,1
security-scan-phase-16.yml,action,actions/checkout,any,1
security-scan-phase-16.yml,action,actions/upload-artifact,any,1
security-scan-phase-16.yml,pip,--upgrade pip,any,1
security-scan-phase-16.yml,pip,bandit[toml],any,1
security-scan-phase-16.yml,pip,-e .,any,1
security-scan-phase-16.yml,pip,--upgrade pip,any,1
security-scan-phase-16.yml,pip,-e .,any,1
security-scan-phase-16.yml,pip,pyte,any,1
security-scan-phase-16.yml,pip,--upgrade pip,any,1
security-scan-phase-16.yml,pip,-e .,any,1
security-scan-phase-16.yml,pip,pyte,any,1
security-scan-phase-16.yml,pip,gitleak,any,1
security-scan-phase-16.yml,pip,gitpython,any,1
security-scan-phase-16.yml,pip,--upgrade pip,any,1
security-scan-phase-16.yml,pip,pipdeptree,any,1
security-scan-phase-16.yml,tools,python,used,1
security-scanning-suite.yml,language,python,6,1
security-scanning-suite.yml,language,python,6,1
security-scanning-suite.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scanning-suite.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scanning-suite.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scanning-suite.yml,language,python,${{ env.PYTHON_VERSION }},1
security-scanning-suite.yml,language,python,3.12,1
security-scanning-suite.yml,language,python,3.12,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,github/codeql-action/init,any,1
security-scanning-suite.yml,action,github/codeql-action/autobuild,any,1
security-scanning-suite.yml,action,github/codeql-action/analyze,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,./.github/actions/setup-python-cached,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,aquasecurity/trivy-action,any,1
security-scanning-suite.yml,action,github/codeql-action/upload-sarif,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,actions/cache,any,1
security-scanning-suite.yml,action,actions/cache,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,./.github/actions/setup-python-cached,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,./.github/actions/setup-python-cached,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,./.github/actions/setup-python-cached,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/download-artifact,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,actions/download-artifact,any,1
security-scanning-suite.yml,action,actions/setup-python,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/download-artifact,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,action,actions/setup-python,any,1
security-scanning-suite.yml,action,actions/download-artifact,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/upload-artifact,any,1
security-scanning-suite.yml,action,actions/checkout,any,1
security-scanning-suite.yml,pip,pip-audit,any,1
security-scanning-suite.yml,pip,--upgrade pip,any,1
security-scanning-suite.yml,pip,--upgrade pip,any,1
security-scanning-suite.yml,pip,detect-,any,1
security-scanning-suite.yml,pip,--upgrade pip,any,1
security-scanning-suite.yml,pip,cyclonedx-bom,any,1
security-scanning-suite.yml,tools,docker,used,1
security-scanning-suite.yml,tools,python,used,1
security-scanning-suite.yml,tools,npm,used,1
security-scanning-suite.yml,tools,bash,used,1
security-tools-bootstrap.yml,language,python,3.12.13,1
security-tools-bootstrap.yml,action,actions/checkout,any,1
security-tools-bootstrap.yml,action,./.github/actions/setup-python-cached,any,1
security-tools-bootstrap.yml,tools,python,used,1
self-approve-pending-runs.yml,action,actions/checkout,any,1
self-approve-pending-runs.yml,action,actions/create-github-app-token,any,1
self-approve-pending-runs.yml,action,actions/github-script,any,1
self-healing.yml,language,python,6,1
self-healing.yml,language,python,6,1
self-healing.yml,language,python,6,1
self-healing.yml,language,python,${{ env.PYTHON_VERSION }},1
self-healing.yml,language,python,${{ env.PYTHON_VERSION }},1
self-healing.yml,language,python,${{ env.PYTHON_VERSION }},1
self-healing.yml,action,actions/checkout,any,1
self-healing.yml,action,actions/upload-artifact,any,1
self-healing.yml,action,actions/checkout,any,1
self-healing.yml,action,actions/setup-python,any,1
self-healing.yml,action,actions/upload-artifact,any,1
self-healing.yml,action,actions/checkout,any,1
self-healing.yml,action,actions/setup-python,any,1
self-healing.yml,action,actions/upload-artifact,any,1
self-healing.yml,action,actions/checkout,any,1
self-healing.yml,action,actions/setup-python,any,1
self-healing.yml,action,actions/upload-artifact,any,1
self-healing.yml,action,actions/checkout,any,1
self-healing.yml,action,actions/download-artifact,any,1
self-healing.yml,tools,git,used,1
self-healing.yml,tools,jq,used,1
self-healing.yml,tools,python,used,1
self-healing.yml,tools,bash,used,1
semgrep_sarif.yml,language,python,6,1
semgrep_sarif.yml,language,python,3.11,1
semgrep_sarif.yml,action,actions/checkout,any,1
semgrep_sarif.yml,action,actions/setup-python,any,1
semgrep_sarif.yml,action,github/codeql-action/upload-sarif,any,1
semgrep_sarif.yml,pip,--upgrade pip,any,1
semgrep_sarif.yml,tools,jq,used,1
semgrep_sarif.yml,tools,python,used,1
semgrep_sarif.yml,tools,bash,used,1
sigstore-verify.yml,language,python,6,1
sigstore-verify.yml,language,python,3.12.13,1
sigstore-verify.yml,action,actions/checkout,any,1
sigstore-verify.yml,action,actions/setup-python,any,1
sigstore-verify.yml,action,actions/upload-artifact,any,1
sigstore-verify.yml,tools,python,used,1
sla-optimizer-monitor.yml,language,python,6,1
sla-optimizer-monitor.yml,language,python,6,1
sla-optimizer-monitor.yml,language,python,6,1
sla-optimizer-monitor.yml,language,python,6,1
sla-optimizer-monitor.yml,language,python,6,1
sla-optimizer-monitor.yml,language,python,3.11,1
sla-optimizer-monitor.yml,language,python,3.11,1
sla-optimizer-monitor.yml,language,python,3.11,1
sla-optimizer-monitor.yml,language,python,3.11,1
sla-optimizer-monitor.yml,language,python,3.11,1
sla-optimizer-monitor.yml,action,actions/checkout,any,1
sla-optimizer-monitor.yml,action,actions/setup-python,any,1
sla-optimizer-monitor.yml,action,actions/upload-artifact,any,1
sla-optimizer-monitor.yml,action,actions/checkout,any,1
sla-optimizer-monitor.yml,action,actions/setup-python,any,1
sla-optimizer-monitor.yml,action,actions/upload-artifact,any,1
sla-optimizer-monitor.yml,action,actions/checkout,any,1
sla-optimizer-monitor.yml,action,actions/setup-python,any,1
sla-optimizer-monitor.yml,action,actions/upload-artifact,any,1
sla-optimizer-monitor.yml,action,actions/checkout,any,1
sla-optimizer-monitor.yml,action,actions/setup-python,any,1
sla-optimizer-monitor.yml,action,actions/upload-artifact,any,1
sla-optimizer-monitor.yml,action,actions/checkout,any,1
sla-optimizer-monitor.yml,action,actions/setup-python,any,1
sla-optimizer-monitor.yml,action,actions/upload-artifact,any,1
sla-optimizer-monitor.yml,action,actions/download-artifact,any,1
sla-optimizer-monitor.yml,action,actions/upload-artifact,any,1
sla-optimizer-monitor.yml,action,actions/github-script,any,1
sla-optimizer-monitor.yml,pip,--upgrade pip,any,1
sla-optimizer-monitor.yml,pip,numpy,any,1
sla-optimizer-monitor.yml,pip,--upgrade pip,any,1
sla-optimizer-monitor.yml,pip,numpy,any,1
sla-optimizer-monitor.yml,pip,--upgrade pip,any,1
sla-optimizer-monitor.yml,pip,numpy,any,1
sla-optimizer-monitor.yml,pip,--upgrade pip,any,1
sla-optimizer-monitor.yml,pip,numpy,any,1
sla-optimizer-monitor.yml,pip,--upgrade pip,any,1
sla-optimizer-monitor.yml,pip,numpy,any,1
sla-optimizer-monitor.yml,tools,python,used,1
slo-canary-check.yml,language,python,6,1
slo-canary-check.yml,language,python,6,1
slo-canary-check.yml,language,python,6,1
slo-canary-check.yml,language,python,3.12.13,1
slo-canary-check.yml,language,python,3.12.13,1
slo-canary-check.yml,language,python,3.12.13,1
slo-canary-check.yml,action,actions/checkout,any,1
slo-canary-check.yml,action,actions/setup-python,any,1
slo-canary-check.yml,action,actions/upload-artifact,any,1
slo-canary-check.yml,action,actions/checkout,any,1
slo-canary-check.yml,action,actions/setup-python,any,1
slo-canary-check.yml,action,actions/upload-artifact,any,1
slo-canary-check.yml,action,actions/checkout,any,1
slo-canary-check.yml,action,actions/setup-python,any,1
slo-canary-check.yml,action,actions/upload-artifact,any,1
slo-canary-check.yml,pip,-q pyyaml,any,1
slo-canary-check.yml,pip,-q -r requirement,any,1
slo-canary-check.yml,pip,-q -r requirement,any,1
slo-canary-check.yml,tools,python,used,1
smoke-tests-deployment.yml,language,python,6,1
smoke-tests-deployment.yml,language,python,${{ steps.matrix.outputs.python-version }},1
smoke-tests-deployment.yml,language,python,${{ fromJson(needs.test-matrix.outputs.python-version) }},1
smoke-tests-deployment.yml,language,python,${{ matrix.python-version }},1
smoke-tests-deployment.yml,action,actions/checkout,any,1
smoke-tests-deployment.yml,action,actions/setup-python,any,1
smoke-tests-deployment.yml,action,actions/upload-artifact,any,1
smoke-tests-deployment.yml,action,actions/github-script,any,1
smoke-tests-deployment.yml,action,actions/github-script,any,1
smoke-tests-deployment.yml,pip,--upgrade pip,any,1
